title,requirements,remote_work,description,Competence,company_name,sector,Region,id,number_of_positions,url,company_description,contract_type,niveau d'études requis,posted_date,niveau d'expérience,end_date
Dev Full Stack Sénior Java / Javascript | Rabat (Maroc),"+Développement et maintenance d’applications back-end et front-end (Java, Spring, ExtJS, jQuery-like). +Contribution à la conception, développement et déploiement de nouvelles fonctionnalités. +Amélioration...",Hybride,,,ALTEN Maroc,['Informatique'],,172252,,/offre-emploi-dev-full-stack-senior-java-javascript-recrutement-alten-maroc-rabat-172252.html,"ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l’ingénierie et du conseil en technologie créé en 2008 et présent à Fès, Rabat, Tétouan et Casablanca, compte aujourd’hui plus de 2300...",CDI,,06/06/2025,,06/08/2025
IT Tech Team Lead H/F | Rabat (Maroc),"Manage locally a team of High-tech resources working in teams and pods to deliver high value programs Coordinate with hiring managers, supervise, organize your scope to ensure performance and consistency targets are met Contribute in the selection...",Non,,,Cnexia,['Informatique'],,172233,,/offre-emploi-it-tech-team-lead-hf-recrutement-cnexia-rabat-172233.html,"Rejoignez Cnexia et faites le choix de faire partie d’un projet qui valorise l’innovation, promeut le développement continu des compétences et donne l’opportunité aux personnes créatives et ambitieuses du domaine...",CDI,,05/06/2025,,05/08/2025
Product Owner – Care & Payment (h/f) | Casablanca (Maroc),"Pour renforcer ses équipes, Sofrecom Maroc, filiale du group Orange, recrute un Product Owner (h/f) capable de piloter des produits complexes et à fort impact dans un environnement multiculturel et multi-pays, avec un fort focus sur...",Hybride,,,Sofrecom Maroc,['Informatique'],,172215,,/offre-emploi-product-owner-care-payment-hf-recrutement-sofrecom-maroc-casablanca-172215.html,"Vous êtes en quête de nouveaux challenges et vous souhaitez donner un nouvel élan à votre carrière ? Vous cherchez à rejoindre une entreprise à taille humaine qui place l’agilité,...",CDI,,05/06/2025,,05/08/2025
Max IT Chief Coordinator & E-commerce Manager (h/f) | Casablanca (Maroc),"Pour renforcer ses équipes, Sofrecom Maroc, filiale du groupe Orange recrute un Max IT Chief Coordinator & E-commerce Manager (h/f). le poste de Max it Product & E-commerce Manager a une double mission : Assurer la définition de...",Hybride,,,Sofrecom Maroc,['Informatique'],,172214,,/offre-emploi-max-it-chief-coordinator-e-commerce-manager-hf-recrutement-sofrecom-maroc-casablanca-172214.html,"Vous êtes en quête de nouveaux challenges et vous souhaitez donner un nouvel élan à votre carrière ? Vous cherchez à rejoindre une entreprise à taille humaine qui place l’agilité,...",CDI,,05/06/2025,,05/08/2025
Digital Product Manager (H/F) | Casablanca (Maroc),"Nous recherchons un Digital Product Manager (h/F) pour un CDI à Casablanca. Missions : En tant que Digital Product Manager, vous jouerez un rôle clé dans le déploiement de notre super-app Max it au sein de nos filiales et dans...",Hybride,,,Sofrecom Maroc,['Informatique'],,172213,,/offre-emploi-digital-product-manager-hf-recrutement-sofrecom-maroc-casablanca-172213.html,"Vous êtes en quête de nouveaux challenges et vous souhaitez donner un nouvel élan à votre carrière ? Vous cherchez à rejoindre une entreprise à taille humaine qui place l’agilité,...",CDI,,05/06/2025,,05/08/2025
Développeur backend .NET Core (H/F) | Casablanca (Maroc),"Vous aurez comme mission: Analyse du projet / Compréhension du besoin Etablissement de propositions techniques, en lien avec l’architecte Réalisation des développements Participation à des phases de...",Non,,,Oceane Consulting IT Maroc,['Informatique'],,172038,,/offre-emploi-developpeur-backend-.net-core-hf-recrutement-oceane-consulting-it-maroc-casablanca-172038.html,"Pour l'un de nos projets, nous recrutons un Développeur backend .NET Core ( H/F).",CDI,,05/06/2025,,30/07/2025
Expert IT Support N2 | Rabat (Maroc),"Dans le cadre de l'extension de notre équipe pour le domaine du Luxe, nous recherchons des Experts Support Magasin N2 pour intégrer une équipe basée au Maroc. Cette équipe aura pour mission la gestion des incidents N2...",Hybride,,,ALTEN Maroc,['Informatique'],,172205,,/offre-emploi-expert-it-support-n2-recrutement-alten-maroc-rabat-172205.html,"ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l’ingénierie et du conseil en technologie créé en 2008 et présent à Fès, Rabat, Tétouan et Casablanca, compte aujourd’hui plus de 2300...",CDI,,05/06/2025,,05/08/2025
Consultant GCP (H/F) | Casablanca (Maroc),"En tant que Data Engineer GCP, vous serez responsable de la conception, du développement et de la maintenance des pipelines de données sur l’environnement Google Cloud Platform. Vous interviendrez dans un contexte de transformation...",Hybride,,,Capgemini,['Informatique'],,172195,,/offre-emploi-consultant-gcp-hf-recrutement-capgemini-casablanca-172195.html,"Capgemini est un leader mondial, responsable et multiculturel, regroupant 325 000 personnes dans plus de 50 pays. Partenaire stratégique des entreprises pour la transformation de leurs activités en tirant profit de toute la puissance de la...",CDI,,04/06/2025,,04/08/2025
Ingénieur Réseaux et Télécoms Junior | Casablanca (Maroc),"Rejoindre ECA Assurances, c'est dire oui à une expérience qui a du sens, celle où les rencontres et les missions vous poussent à grandir chaque jour au sein d’une équipe engagée et...",Non,,,Eca Assurances,['Informatique'],,171765,,/offre-emploi-ingenieur-reseaux-et-telecoms-junior-recrutement-eca-assurances-casablanca-171765.html,"Acteur incontournable du courtage en Assurances, ECA Assurances construit depuis plus de 25 ans, des programmes d’Assurances à destination des particuliers, des travailleurs non-salariés et des entreprises. Leader Français dans...",CDI,,04/06/2025,,21/07/2025
Consultant Support SI Qualité | Rabat (Maroc),"Vous aurez comme missions : • Assurer le maintien en conditions opérationnelles des outils : Smartsolve, Trackwise, Argus et l’écosystème Oracle Cloud. • Apporter un support technique et fonctionnel, notamment lors de...",Hybride,,,ALTEN Maroc,['Informatique'],,172187,,/offre-emploi-consultant-support-si-qualite-recrutement-alten-maroc-rabat-172187.html,"ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l’ingénierie et du conseil en technologie créé en 2008 et présent à Fès, Rabat, Tétouan et Casablanca, compte aujourd’hui plus de 2300...",CDI,,04/06/2025,,04/08/2025
Chef de Projet BI | Casablanca (Maroc),"Dans le cadre de notre stratégie de valorisation des données, nous recrutons un Chef de Projet BI pour piloter les projets décisionnels en environnement Microsoft. Vous serez responsable de la coordination entre les métiers, les...",Non,,,CAC (Centrale Automobile Chérifienne),"['Informatique', 'Autres services']",,171578,,/offre-emploi-chef-de-projet-bi-recrutement-cac-centrale-automobile-cherifienne-casablanca-171578.html,"La Centrale Automobile Chérifienne (CAC) est l'importateur exclusif au Maroc des marques Volkswagen, Volkswagen Utilitaires, Audi, Skoda, Porsche, Bentley, Seat et Cupra, ayant chacune développée une réelle identité les...",CDI,,04/06/2025,,15/07/2025
Responsable Sécurité des Systèmes d’Information | Rabat (Maroc),"Définir, mettre en œuvre et faire appliquer la politique de sécurité des systèmes d'information (SSI). Piloter le Système de Management de la Sécurité de l'Information (SMSI) : mise...",Non,,,Université Internationale de Rabat (UIR),"['Informatique', 'Internet / Multimédia']",,172169,,/offre-emploi-responsable-securite-des-systemes-dinformation-recrutement-universite-internationale-de-rabat-uir-rabat-172169.html,"Née de la volonté de répondre aux enjeux économiques, politiques et sociaux du Maroc et de l'Afrique, l'Université Internationale de Rabat (UIR) est la première une université publique à...",CDI,,04/06/2025,,04/08/2025
Change Management Consultant | Casablanca (Maroc),"We are seeking a skilled and experienced Change Management Consultant to join our team. In this role, you will lead the development and execution of change management strategies, ensuring the successful adoption of initiatives across the...",Hybride,,,Leyton,['Informatique'],,172168,,/offre-emploi-change-management-consultant-recrutement-leyton-casablanca-172168.html,"Leyton CognitX is the AI & tech advisory of Leyton, bringing together a dynamic team of over 200 tech experts and data scientists. We specialize in delivering innovative AI and technology solutions that transform how organizations operate and...",CDI,,04/06/2025,,04/08/2025
Support Technique sur Réseaux Cuivre et Fibre (H/F) | Rabat (Maroc),"Dans le cadre de notre croissance, nous recrutons un(e) Conseiller(ère) Support Technique Réseaux Cuivre et Fibre afin d’assurer le soutien technique aux techniciens d’intervention Orange et sous-traitants sur les réseaux...",Hybride,,,AFD.Tech,"['Informatique', 'Telecom']",,169650,,/offre-emploi-support-technique-sur-reseaux-cuivre-et-fibre-hf-recrutement-afd.tech-rabat-169650.html,"AFD.TECH part of Accenture, spécialiste du conseil en IT et Télécommunications, a rejoint le groupe Accenture en 2022. Accenture est le Leader mondial des services aux entreprises et administrations, avec une expertise de pointe dans les...",CDI,,03/06/2025,,14/07/2025
Développeur(se) Full Stack PHP | Rabat (Maroc),"Dans le cadre du développement de nos activités, nous recherchons un(e) développeur(se) Full Stack PHP sur Rabat capable d’intervenir sur l’ensemble des couches d’une application web. Vos principales missions...",Non,,,ALTEN Maroc,"['Informatique', 'Telecom']",,170695,,/offre-emploi-developpeurse-full-stack-php-recrutement-alten-maroc-rabat-170695.html,"ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l’ingénierie et du conseil en technologie créé en 2008 et présent à Fès, Rabat, Tétouan et Casablanca, compte aujourd’hui plus de 2300...",CDI,,03/06/2025,,16/06/2025
Data Engineer | Fès (Maroc),• Conception et déploiement de systèmes d'IA • Modélisation avancée pour résoudre des problèmes complexes • Réalisation des recettes des évolutions des outils •...,Hybride,,,ALTEN Maroc,['Informatique'],,171037,,/offre-emploi-data-engineer-recrutement-alten-maroc-fes-171037.html,"ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l’ingénierie et du conseil en technologie créé en 2008 et présent à Fès, Rabat, Tétouan et Casablanca, compte aujourd’hui plus de 2300...",CDI,,03/06/2025,,25/06/2025
Consultant Support FAI | Fès (Maroc),"Traiter les plaintes unitaires « Grand Public » et « Entreprises » sur les périmètres d'accès ADSL , FTTH et les services associés (VOIP, IPTV.), Analyser, diagnostiquer et résoudre les...",Non,,,ALTEN Maroc,"['Informatique', 'Telecom']",,171305,,/offre-emploi-consultant-support-fai-recrutement-alten-maroc-fes-171305.html,"ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l’ingénierie et du conseil en technologie créé en 2008 et présent à Fès, Rabat, Tétouan et Casablanca, compte aujourd’hui plus de 2300...",Intérim,,03/06/2025,,07/07/2025
DevOps junior (H/F) | Rabat (Maroc),"Détails de la mission : Intégré(e) dans les équipes Cloud & Ops le/la consultant(e) aura pour mission de : Concevoir, développer, déployer et maintenir des pipelines de données robustes et...",Hybride,,,ALTEN Maroc,['Informatique'],,171347,,/offre-emploi-devops-junior-hf-recrutement-alten-maroc-rabat-171347.html,"ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l’ingénierie et du conseil en technologie créé en 2008 et présent à Fès, Rabat, Tétouan et Casablanca, compte aujourd’hui plus de 2300...",CDI,,03/06/2025,,09/07/2025
DevOps confirmé (H/F) | Rabat (Maroc),"Détails de la mission : Intégré(e) dans les équipes Cloud & Ops le/la consultant(e) aura pour mission de : Concevoir, développer, déployer et maintenir des pipelines de données robustes et...",Hybride,,,ALTEN Maroc,['Informatique'],,171348,,/offre-emploi-devops-confirme-hf-recrutement-alten-maroc-rabat-171348.html,"ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l’ingénierie et du conseil en technologie créé en 2008 et présent à Fès, Rabat, Tétouan et Casablanca, compte aujourd’hui plus de 2300...",CDI,,03/06/2025,,09/07/2025
Data Engineer confirmé (H/F) | Rabat (Maroc),"Détails de la mission : Intégré(e) dans les équipes Data, le/la consultant(e) aura pour mission de : Contribuer à des projets Data en apportant son expertise autour des ETL BigLoader – BigQuery -...",Hybride,,,ALTEN Maroc,['Informatique'],,171351,,/offre-emploi-data-engineer-confirme-hf-recrutement-alten-maroc-rabat-171351.html,"ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l’ingénierie et du conseil en technologie créé en 2008 et présent à Fès, Rabat, Tétouan et Casablanca, compte aujourd’hui plus de 2300...",CDI,,03/06/2025,,09/07/2025
Data Analyst confirmé (H/F) | Rabat (Maroc),"Détails de la mission : Nous travaillons avec les équipes business, product management et design pour concevoir des outils ergonomiques et fiables. Nous recherchons un Data Analyst Confirmé passionné et expérimenté...",Hybride,,,ALTEN Maroc,['Informatique'],,171354,,/offre-emploi-data-analyst-confirme-hf-recrutement-alten-maroc-rabat-171354.html,"ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l’ingénierie et du conseil en technologie créé en 2008 et présent à Fès, Rabat, Tétouan et Casablanca, compte aujourd’hui plus de 2300...",CDI,,03/06/2025,,09/07/2025
Consultant SAP/BO | Rabat (Maroc),"Le consultant SAP BO intègre le Centre de Services (CDS) ALTEN pour assurer le pilotage opérationnel, la qualité et la performance des livrables BO. Il assure : Une intervention active au sein de l’équipe ALTEN La...",Hybride,,,ALTEN Maroc,['Informatique'],,171377,,/offre-emploi-consultant-sapbo-recrutement-alten-maroc-rabat-171377.html,"ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l’ingénierie et du conseil en technologie créé en 2008 et présent à Fès, Rabat, Tétouan et Casablanca, compte aujourd’hui plus de 2300...",CDI,,03/06/2025,,09/07/2025
Data Engineer Expérimenté DBT / SQL / BigQuery | Rabat (Maroc),"Intégré(e) dans les équipes Plateforme Data le/la consultant(e) aura pour mission de contribuer à des projets Data en apportant son expertise sur les tâches suivantes : montée en compétence sur l'ETL BigL,...",Hybride,,,ALTEN Maroc,['Informatique'],,171378,,/offre-emploi-data-engineer-experimente-dbt-sql-bigquery-recrutement-alten-maroc-rabat-171378.html,"ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l’ingénierie et du conseil en technologie créé en 2008 et présent à Fès, Rabat, Tétouan et Casablanca, compte aujourd’hui plus de 2300...",CDI,,03/06/2025,,09/07/2025
Coordinateur(trice) de Projet Réseau (H/F) | Rabat (Maroc),"Description du poste En tant que Coordinateur(trice) de Projet Réseau, vous aurez comme missions : Assurer le suivi, la coordination et le reporting des projets stratégiques réseaux (XLAN, XWAN) de la DSR de notre...",Hybride,,,ALTEN Maroc,['Informatique'],,171340,,/offre-emploi-coordinateurtrice-de-projet-reseau-hf-recrutement-alten-maroc-rabat-171340.html,"ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l’ingénierie et du conseil en technologie créé en 2008 et présent à Fès, Rabat, Tétouan et Casablanca, compte aujourd’hui plus de 2300...",CDI,,03/06/2025,,09/07/2025
Ingénieur Support FAI | Fès (Maroc),"Vous aurez comme missions : - Traiter les plaintes unitaires « Grand Public » et « Entreprises » sur les périmètres d'accès ADSL , FTTH et les services associés (VOIP, IPTV.) - Analyser,...",Hybride,,,ALTEN Maroc,['Informatique'],,171592,,/offre-emploi-ingenieur-support-fai-recrutement-alten-maroc-fes-171592.html,"ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l’ingénierie et du conseil en technologie créé en 2008 et présent à Fès, Rabat, Tétouan et Casablanca, compte aujourd’hui plus de 2300...",Autre,,03/06/2025,,15/07/2025
Data Analyst (H/F) | Rabat (Maroc),"Au sein d’équipes pluridisciplinaires (business, produit, design), vous contribuerez à la création d’outils analytiques performants et ergonomiques. Nous recherchons un(e) Data Analyst junior passionné(e), capable de...",Non,,,ALTEN Maroc,['Informatique'],,171182,,/offre-emploi-data-analyst-hf-recrutement-alten-maroc-rabat-171182.html,"ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l’ingénierie et du conseil en technologie créé en 2008 et présent à Fès, Rabat, Tétouan et Casablanca, compte aujourd’hui plus de 2300...",CDI,,03/06/2025,,02/07/2025
Ingénieur Devops | Rabat (Maroc),"En tant qu'ingénieur Devops, vous serez amené à : · Déploiement en étant capable de publier une nouvelle version en acceptation/production (intégration continue) ; · Support dans l'analyse...",Non,,,ALTEN Maroc,['Informatique'],,171172,,/offre-emploi-ingenieur-devops-recrutement-alten-maroc-rabat-171172.html,"ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l’ingénierie et du conseil en technologie créé en 2008 et présent à Fès, Rabat, Tétouan et Casablanca, compte aujourd’hui plus de 2300...",CDI,,03/06/2025,,02/07/2025
Stagiaires PFE 2025- Analyste des données financières | Fès (Maroc),Analyse de données financières Automatisation de traitements via scripts Création de dashboards interactifs Participation à des études chiffrées et simulations,Non,,,ALTEN Maroc,['Informatique'],,171719,,/offre-emploi-stagiaires-pfe-2025--analyste-des-donnees-financieres-recrutement-alten-maroc-fes-171719.html,"ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l’ingénierie et du conseil en technologie créé en 2008 et présent à Fès, Rabat, Tétouan et Casablanca, compte aujourd’hui plus de 2300...",Stage,,03/06/2025,,20/07/2025
DevOps Engineer (H/F) | Rabat (Maroc),"Description du poste : Mise en place et maintien des pipelines CI/CD, gestion des environnements cloud pour les workloads de traitement de données. Détail de la mission : Automatisation des pipelines de build, test,...",Hybride,,,ALTEN Maroc,['Informatique'],,171763,,/offre-emploi-devops-engineer-hf-recrutement-alten-maroc-rabat-171763.html,"ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l’ingénierie et du conseil en technologie créé en 2008 et présent à Fès, Rabat, Tétouan et Casablanca, compte aujourd’hui plus de 2300...",CDI,,03/06/2025,,21/07/2025
Consultant Support FAI (H/F) | Fès (Maroc),"Job Description Au sein de l’équipe de support technique clients, vous serez intégré à une chaîne de support de niveau 2 et serez en charge du support et de l’expertise sur l’ensemble des phases du...",Hybride,,,ALTEN Maroc,['Informatique'],,171734,,/offre-emploi-consultant-support-fai-hf-recrutement-alten-maroc-fes-171734.html,"ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l’ingénierie et du conseil en technologie créé en 2008 et présent à Fès, Rabat, Tétouan et Casablanca, compte aujourd’hui plus de 2300...",Intérim,,03/06/2025,,20/07/2025
Responsable Qualification (H/F) | Casablanca (Maroc),"Le poste proposé consiste à participer, au sein de l’équipe projet des saisons commerciales, à la définition du plan de tests QPM ainsi qu’au pilotage et au soutien fonctionnel des intervenants testeurs. La...",Hybride,,,Sofrecom Maroc,"['Informatique', 'Internet / Multimédia']",,172121,,/offre-emploi-responsable-qualification-hf-recrutement-sofrecom-maroc-casablanca-172121.html,"Vous êtes en quête de nouveaux challenges et vous souhaitez donner un nouvel élan à votre carrière ? Vous cherchez à rejoindre une entreprise à taille humaine qui place l’agilité,...",CDI,,03/06/2025,,03/08/2025
Consultant fonctionnel & Méthodologie Pilotage et contrôle Anglophone (F/H) | Rabat (Maroc),"Description de poste Dans le cadre de son développement, CGI Maroc recrute un Consultant Fonctionnel & Méthodologie. Fonctions et responsabilités Dans le cadre d'une équipe jeune d'esprit et dynamique, vous aurez...",Hybride,,,CGI Technologies et Solutions Maroc,"['Informatique', 'Internet / Multimédia']",,172120,,/offre-emploi-consultant-fonctionnel-methodologie-pilotage-et-controle-anglophone-fh-recrutement-cgi-technologies-et-solutions-maroc-rabat-172120.html,"Fondée en 1976, CGI figure parmi les plus importantes entreprises indépendantes de services de conseil en technologie de l’information (TI) et en management au monde. CGI compte 90 000 conseillers et autres professionnels...",CDI,,03/06/2025,,03/08/2025
Architecte Cloud (H/F) | Casablanca (Maroc),Conception d'Architectures Techniques : Analyser les besoins techniques et concevoir des solutions performantes. Rédiger et valider le dossier d'architecture technique (DAT). Valider les choix techniques et réaliser des...,Hybride,,,Sofrecom Maroc,['Informatique'],,172118,,/offre-emploi-architecte-cloud-hf-recrutement-sofrecom-maroc-casablanca-172118.html,"Vous êtes en quête de nouveaux challenges et vous souhaitez donner un nouvel élan à votre carrière ? Vous cherchez à rejoindre une entreprise à taille humaine qui place l’agilité,...",CDI,,03/06/2025,,03/08/2025
Concepteur Développeur Fullstack (H/F) | Casablanca (Maroc),"Au sein d'une équipe pluridisciplinaire fonctionnant en mode Kanban, vous participerez à l’ensemble des phases du projet de la conception à la mise en production. En collaboration avec l’équipe, vous prendrez en...",Hybride,,,Sofrecom Maroc,"['Informatique', 'Internet / Multimédia']",,172117,,/offre-emploi-concepteur-developpeur-fullstack-hf-recrutement-sofrecom-maroc-casablanca-172117.html,"Vous êtes en quête de nouveaux challenges et vous souhaitez donner un nouvel élan à votre carrière ? Vous cherchez à rejoindre une entreprise à taille humaine qui place l’agilité,...",CDI,,03/06/2025,,03/08/2025
